xmin	ymin	xmax	ymax	breed
148	54	310	270	keeshond
50	46	293	289	keeshond
60	17	471	302	keeshond
117	25	257	290	keeshond
0	2	421	309	keeshond
316	2	445	198	keeshond
41	71	222	249	keeshond
228	176	357	280	keeshond
0	26	423	368	keeshond
0	83	313	498	keeshond
1	0	444	321	keeshond
3	2	499	374	keeshond
123	9	498	331	keeshond
0	0	487	356	keeshond
140	34	391	332	keeshond
108	29	491	333	keeshond
15	14	187	237	keeshond
114	179	340	289	keeshond
9	10	410	338	keeshond
154	97	348	361	keeshond
102	15	467	361	keeshond
1	69	395	372	keeshond
151	199	295	462	keeshond
91	17	432	356	keeshond
41	15	460	445	keeshond
77	19	450	331	keeshond
15	184	269	402	keeshond
61	12	450	332	keeshond
86	49	317	359	keeshond
21	17	405	332	keeshond
47	30	490	373	keeshond
22	108	373	498	keeshond
118	7	496	282	keeshond
126	15	376	345	keeshond
84	142	420	317	keeshond
0	38	447	498	keeshond
99	0	498	295	keeshond
46	20	318	482	keeshond
0	0	498	427	keeshond
52	65	484	353	keeshond
139	90	499	375	keeshond
136	78	300	257	keeshond
86	24	389	307	keeshond
152	0	499	374	keeshond
62	103	344	472	keeshond
115	26	475	332	keeshond
3	38	305	375	keeshond
128	12	426	332	keeshond
5	21	274	237	keeshond
173	16	324	270	keeshond
156	94	411	374	keeshond
166	107	234	210	keeshond
86	6	410	332	keeshond
136	38	413	365	keeshond
77	103	425	373	keeshond
187	137	424	374	keeshond
102	33	332	332	keeshond
15	81	269	332	keeshond
28	179	286	498	keeshond
145	9	334	294	keeshond
104	24	442	383	keeshond
87	15	450	331	keeshond
56	70	472	373	keeshond
55	122	306	438	keeshond
98	18	402	314	keeshond
75	30	386	372	keeshond
1	10	499	381	keeshond
112	62	301	293	keeshond
141	6	402	339	keeshond
18	19	262	274	keeshond
160	53	345	203	keeshond
0	39	420	355	keeshond
184	109	390	372	keeshond
74	37	394	332	keeshond
87	89	356	300	keeshond
124	16	499	373	keeshond
306	91	475	324	keeshond
206	36	498	374	keeshond
84	63	301	358	keeshond
96	23	379	321	keeshond
0	44	480	324	keeshond
214	60	348	193	keeshond
1	0	376	316	keeshond
231	116	408	305	keeshond
0	42	228	356	keeshond
167	84	499	374	keeshond
92	0	445	374	keeshond
102	73	422	310	keeshond
74	72	467	325	keeshond
115	69	490	566	keeshond
148	123	293	312	keeshond
0	21	460	332	keeshond
88	58	326	498	keeshond
0	0	431	374	keeshond
107	57	384	250	keeshond
185	17	365	321	keeshond
110	23	367	373	keeshond
48	10	409	331	keeshond
115	51	411	278	keeshond
150	93	322	284	keeshond
8	0	443	331	keeshond
32	42	253	495	keeshond
26	155	291	437	keeshond
142	25	410	372	keeshond
63	51	499	363	keeshond
146	59	390	277	keeshond
208	0	461	277	keeshond
77	145	298	330	keeshond
25	5	444	301	keeshond
0	36	266	374	keeshond
136	67	489	373	keeshond
52	25	194	192	brabancon-griffon
3	14	513	465	brabancon-griffon
2	4	156	194	brabancon-griffon
0	17	342	315	brabancon-griffon
8	156	396	374	brabancon-griffon
27	11	282	251	brabancon-griffon
21	7	304	229	brabancon-griffon
59	58	192	316	brabancon-griffon
20	4	446	334	brabancon-griffon
6	16	132	263	brabancon-griffon
51	5	234	229	brabancon-griffon
4	7	197	339	brabancon-griffon
84	64	439	374	brabancon-griffon
1	0	241	204	brabancon-griffon
1	96	491	592	brabancon-griffon
45	50	212	192	brabancon-griffon
1	2	169	169	brabancon-griffon
24	19	176	205	brabancon-griffon
145	128	406	540	brabancon-griffon
1	28	416	318	brabancon-griffon
1	0	301	285	brabancon-griffon
95	60	455	368	brabancon-griffon
2	5	200	185	brabancon-griffon
135	42	342	309	brabancon-griffon
0	25	589	790	brabancon-griffon
1	49	374	399	brabancon-griffon
118	12	304	358	brabancon-griffon
156	17	425	332	brabancon-griffon
116	105	291	481	brabancon-griffon
155	39	332	361	brabancon-griffon
53	28	168	144	brabancon-griffon
22	43	269	206	brabancon-griffon
9	9	187	149	brabancon-griffon
28	14	288	252	brabancon-griffon
4	7	196	244	brabancon-griffon
177	119	471	400	brabancon-griffon
0	2	413	378	brabancon-griffon
10	47	289	296	brabancon-griffon
275	27	403	271	brabancon-griffon
34	17	258	311	brabancon-griffon
39	32	240	243	brabancon-griffon
15	17	283	289	brabancon-griffon
37	28	551	550	brabancon-griffon
67	135	331	498	brabancon-griffon
87	118	265	465	brabancon-griffon
32	32	171	162	brabancon-griffon
39	10	220	193	brabancon-griffon
4	6	271	229	brabancon-griffon
16	16	189	392	brabancon-griffon
48	12	181	206	brabancon-griffon
2	35	348	332	brabancon-griffon
18	36	373	498	brabancon-griffon
0	32	295	374	brabancon-griffon
35	3	181	284	brabancon-griffon
58	133	244	495	brabancon-griffon
87	2	513	478	brabancon-griffon
2	34	379	374	brabancon-griffon
30	32	185	167	brabancon-griffon
20	2	232	226	brabancon-griffon
117	172	301	492	brabancon-griffon
61	16	354	295	brabancon-griffon
4	2	148	169	brabancon-griffon
7	0	123	189	brabancon-griffon
178	39	323	332	brabancon-griffon
113	31	325	374	brabancon-griffon
1	12	152	148	brabancon-griffon
2	46	292	207	brabancon-griffon
77	0	180	144	brabancon-griffon
30	9	298	263	brabancon-griffon
0	13	434	367	brabancon-griffon
0	24	169	169	brabancon-griffon
102	105	365	547	brabancon-griffon
74	180	484	728	brabancon-griffon
0	7	412	374	brabancon-griffon
66	101	179	347	brabancon-griffon
110	29	326	374	brabancon-griffon
121	170	300	495	brabancon-griffon
14	19	258	515	brabancon-griffon
12	18	498	468	brabancon-griffon
178	140	446	311	brabancon-griffon
222	110	309	263	brabancon-griffon
55	0	439	314	brabancon-griffon
0	5	262	229	brabancon-griffon
0	28	440	336	brabancon-griffon
24	21	175	203	brabancon-griffon
15	16	294	454	brabancon-griffon
155	31	626	539	brabancon-griffon
5	9	174	246	brabancon-griffon
115	106	291	475	brabancon-griffon
6	1	287	229	brabancon-griffon
1	5	295	252	brabancon-griffon
6	9	168	169	brabancon-griffon
131	62	499	374	brabancon-griffon
6	9	271	246	brabancon-griffon
14	14	300	292	brabancon-griffon
118	194	211	413	brabancon-griffon
0	60	279	374	brabancon-griffon
31	18	356	327	brabancon-griffon
16	0	373	497	brabancon-griffon
133	13	455	346	brabancon-griffon
124	106	272	207	brabancon-griffon
159	0	1380	1182	brabancon-griffon
185	40	308	332	brabancon-griffon
22	5	304	228	brabancon-griffon
18	15	295	261	brabancon-griffon
63	122	316	486	brabancon-griffon
222	125	399	294	brabancon-griffon
117	134	337	333	brabancon-griffon
19	54	358	276	brabancon-griffon
11	32	262	297	brabancon-griffon
9	0	310	351	brabancon-griffon
184	110	499	278	brabancon-griffon
12	12	271	298	brabancon-griffon
48	21	379	344	brabancon-griffon
76	130	382	335	brabancon-griffon
81	65	354	348	brabancon-griffon
0	9	338	374	brabancon-griffon
2	26	315	333	brabancon-griffon
82	40	491	374	brabancon-griffon
181	37	309	331	brabancon-griffon
21	20	409	342	brabancon-griffon
34	29	253	247	brabancon-griffon
55	56	166	265	brabancon-griffon
20	31	226	203	brabancon-griffon
198	70	387	262	brabancon-griffon
63	38	382	374	brabancon-griffon
77	120	269	465	brabancon-griffon
0	1	196	151	brabancon-griffon
89	67	196	167	brabancon-griffon
78	146	200	303	brabancon-griffon
206	148	258	220	brabancon-griffon
81	150	277	498	brabancon-griffon
0	54	399	374	brabancon-griffon
103	137	184	307	brabancon-griffon
171	58	499	374	brabancon-griffon
64	25	151	137	brabancon-griffon
60	201	188	419	brabancon-griffon
129	17	499	273	brabancon-griffon
52	14	199	291	brabancon-griffon
58	20	472	610	brabancon-griffon
221	25	498	486	brabancon-griffon
9	8	221	245	brabancon-griffon
8	11	237	235	brabancon-griffon
220	21	424	374	brabancon-griffon
135	96	379	584	brabancon-griffon
0	111	373	416	brabancon-griffon
106	140	179	311	brabancon-griffon
151	7	499	374	brabancon-griffon
34	3	430	374	brabancon-griffon
95	59	216	241	brabancon-griffon
40	44	306	470	brabancon-griffon
15	23	300	399	brabancon-griffon
24	120	277	385	brabancon-griffon
144	46	333	263	pembroke
2	52	324	418	pembroke
29	8	252	310	pembroke
174	21	383	367	pembroke
143	27	342	338	pembroke
79	109	402	278	pembroke
20	165	163	345	pembroke
29	14	344	260	pembroke
1	0	386	332	pembroke
115	14	415	333	pembroke
133	0	475	374	pembroke
100	5	408	332	pembroke
70	254	335	498	pembroke
40	10	448	488	pembroke
99	0	458	314	pembroke
53	25	498	398	pembroke
0	46	243	238	pembroke
132	37	499	368	pembroke
0	13	363	498	pembroke
178	67	443	395	pembroke
62	193	346	461	pembroke
116	13	499	315	pembroke
167	96	354	347	pembroke
31	97	318	496	pembroke
37	22	428	234	pembroke
6	1	493	443	pembroke
118	120	318	380	pembroke
53	86	330	317	pembroke
152	40	423	374	pembroke
144	25	464	332	pembroke
71	217	187	361	pembroke
70	191	241	457	pembroke
116	63	295	323	pembroke
8	56	331	455	pembroke
124	70	650	670	pembroke
122	120	311	350	pembroke
209	123	343	318	pembroke
11	0	359	366	pembroke
195	26	387	332	pembroke
1	38	331	435	pembroke
100	34	271	374	pembroke
31	78	373	498	pembroke
286	99	450	197	pembroke
57	89	673	480	pembroke
168	64	457	219	pembroke
102	15	375	458	pembroke
87	41	499	319	pembroke
0	0	387	374	pembroke
31	137	251	371	pembroke
0	183	163	307	pembroke
0	268	221	498	pembroke
27	47	411	374	pembroke
123	54	383	351	pembroke
38	52	311	485	pembroke
29	30	345	307	pembroke
187	96	342	269	pembroke
97	98	239	211	pembroke
36	132	252	341	pembroke
151	8	450	287	pembroke
101	32	377	473	pembroke
136	0	484	300	pembroke
156	2	334	374	pembroke
15	1	476	352	pembroke
86	140	291	248	pembroke
105	39	269	253	pembroke
12	35	379	297	pembroke
41	17	210	374	pembroke
237	94	416	303	pembroke
8	28	453	346	pembroke
82	3	435	458	pembroke
219	79	431	314	pembroke
84	94	466	313	pembroke
13	1	345	397	pembroke
31	257	317	431	pembroke
160	73	317	339	pembroke
149	3	379	358	pembroke
179	80	340	297	pembroke
112	26	317	271	pembroke
129	36	491	378	pembroke
16	9	212	286	pembroke
133	60	499	296	pembroke
88	68	341	301	pembroke
211	99	420	222	pembroke
71	97	262	415	pembroke
31	10	424	571	pembroke
160	38	260	226	pembroke
0	36	270	470	pembroke
2	5	320	487	pembroke
38	141	286	483	pembroke
128	70	445	316	pembroke
139	17	409	368	pembroke
1	1	360	355	pembroke
36	33	294	430	pembroke
66	0	452	346	pembroke
0	3	463	332	pembroke
53	2	399	392	pembroke
367	97	453	306	pembroke
153	34	289	271	pembroke
0	45	311	332	pembroke
0	1	331	498	pembroke
79	47	316	356	pembroke
108	107	325	274	pembroke
77	1	389	332	pembroke
124	119	401	257	pembroke
113	180	300	417	pembroke
185	169	346	362	pembroke
1	103	324	497	pembroke
296	77	427	325	pembroke
229	157	461	330	pembroke
40	195	268	498	pembroke
178	44	421	271	pembroke
67	67	405	296	pembroke
115	69	406	295	pembroke
0	39	239	331	pembroke
23	37	489	349	pembroke
106	81	328	353	pembroke
133	138	478	548	pembroke
2	151	251	374	pembroke
1	0	466	390	pembroke
11	72	331	498	pembroke
246	68	334	250	pembroke
32	35	410	324	pembroke
0	116	227	431	pembroke
52	35	417	281	pembroke
78	105	387	471	pembroke
26	0	499	374	pembroke
193	13	345	208	pembroke
13	4	388	442	pembroke
169	80	339	254	pembroke
118	63	359	354	pembroke
1	97	203	442	pembroke
0	22	320	358	pembroke
297	123	499	365	pembroke
104	80	475	296	pembroke
1	0	331	470	pembroke
145	2	357	342	pembroke
25	15	347	419	pembroke
146	200	227	316	pembroke
59	38	369	294	pembroke
105	46	493	284	pembroke
99	17	298	374	pembroke
107	20	499	334	pembroke
56	13	357	373	pembroke
58	4	329	287	pembroke
0	22	426	332	pembroke
80	17	367	326	pembroke
180	77	411	357	pembroke
209	97	307	197	pembroke
63	81	239	215	pembroke
62	205	292	496	pembroke
0	1	291	498	pembroke
64	13	499	362	pembroke
5	2	368	282	pembroke
0	46	373	498	pembroke
73	121	391	289	pembroke
83	52	355	483	pembroke
27	47	427	332	pembroke
88	77	331	472	pembroke
91	0	330	311	pembroke
194	78	400	352	pembroke
185	181	292	298	pembroke
63	72	373	432	pembroke
35	2	356	366	pembroke
11	42	276	412	pembroke
96	0	377	374	pembroke
216	97	401	269	pembroke
35	0	370	490	pembroke
0	2	441	395	pembroke
0	47	347	330	pembroke
0	0	261	339	pembroke
82	31	401	403	pembroke
26	32	471	324	pembroke
64	78	390	218	pembroke
166	55	246	213	pembroke
127	92	300	262	pembroke
81	147	303	493	pembroke
179	34	397	339	pembroke
241	91	387	298	pembroke
183	67	378	286	pembroke
58	69	291	340	pembroke
1	0	324	450	pembroke
179	24	483	330	cardigan
291	157	864	567	cardigan
77	0	474	328	cardigan
397	112	487	254	cardigan
244	136	410	254	cardigan
66	0	473	373	cardigan
0	41	499	314	cardigan
148	81	406	246	cardigan
111	88	174	171	cardigan
0	239	333	374	cardigan
36	24	400	304	cardigan
101	68	297	438	cardigan
108	51	364	324	cardigan
242	92	323	197	cardigan
2	62	316	334	cardigan
79	95	324	268	cardigan
171	57	384	293	cardigan
59	75	559	391	cardigan
56	1	236	178	cardigan
83	26	457	367	cardigan
59	39	286	458	cardigan
136	119	309	338	cardigan
32	0	451	335	cardigan
1	5	336	399	cardigan
72	0	485	340	cardigan
125	26	331	272	cardigan
110	16	375	225	cardigan
184	92	287	266	cardigan
171	163	312	259	cardigan
287	200	360	289	cardigan
110	0	349	332	cardigan
0	16	249	339	cardigan
2	40	365	266	cardigan
247	115	458	374	cardigan
8	14	299	286	cardigan
187	84	345	330	cardigan
107	42	379	368	cardigan
105	0	372	269	cardigan
37	66	344	372	cardigan
168	79	408	315	cardigan
108	274	152	350	cardigan
165	112	321	314	cardigan
31	27	183	238	cardigan
0	0	393	332	cardigan
21	15	259	195	cardigan
81	59	406	347	cardigan
148	57	382	328	cardigan
16	22	346	246	cardigan
131	52	202	134	cardigan
166	38	362	274	cardigan
129	68	375	343	cardigan
200	108	372	498	cardigan
50	0	499	332	cardigan
124	73	435	296	cardigan
0	9	393	407	cardigan
131	63	302	259	cardigan
23	35	421	326	cardigan
21	1	343	496	cardigan
3	1	231	153	cardigan
121	109	334	331	cardigan
103	88	498	305	cardigan
96	65	312	251	cardigan
32	1	478	425	cardigan
11	36	157	120	cardigan
33	39	168	243	cardigan
73	35	378	291	cardigan
72	8	355	303	cardigan
82	48	486	295	cardigan
261	144	352	212	cardigan
338	104	479	373	cardigan
230	368	285	456	cardigan
62	34	429	292	cardigan
158	65	388	334	cardigan
130	26	305	296	cardigan
3	2	267	257	cardigan
36	31	255	482	cardigan
100	117	667	403	cardigan
17	2	357	324	cardigan
45	48	363	498	cardigan
132	40	345	331	cardigan
149	46	339	282	cardigan
110	5	499	336	cardigan
53	57	227	318	cardigan
13	25	249	205	cardigan
48	87	425	317	cardigan
13	4	234	176	cardigan
78	138	431	336	cardigan
111	0	498	350	cardigan
220	31	492	304	cardigan
211	99	302	260	cardigan
1	9	266	219	cardigan
63	32	378	456	cardigan
121	27	479	373	cardigan
248	101	374	245	cardigan
37	81	331	455	cardigan
221	103	348	322	cardigan
0	41	319	374	cardigan
125	120	352	306	cardigan
118	35	472	281	cardigan
116	8	488	344	cardigan
268	74	409	315	cardigan
148	0	499	332	cardigan
58	40	367	321	cardigan
56	48	498	417	cardigan
180	135	320	262	cardigan
70	110	274	293	cardigan
231	12	372	182	cardigan
126	90	321	294	cardigan
116	62	355	363	cardigan
100	77	372	251	cardigan
255	120	308	219	cardigan
20	161	291	460	cardigan
1	16	341	281	cardigan
39	54	321	271	cardigan
144	15	433	357	cardigan
50	0	467	331	cardigan
1	73	453	311	cardigan
138	66	470	350	cardigan
129	14	394	374	cardigan
9	18	355	230	cardigan
194	40	359	286	cardigan
12	6	249	282	cardigan
171	40	410	370	cardigan
411	15	460	132	cardigan
62	33	323	456	cardigan
13	60	431	303	cardigan
4	45	330	332	cardigan
161	51	499	260	cardigan
120	33	349	310	cardigan
1	26	482	374	cardigan
0	0	499	332	cardigan
330	119	481	317	cardigan
317	60	499	253	cardigan
39	37	300	432	cardigan
90	10	382	323	cardigan
654	142	1253	684	cardigan
145	67	450	311	cardigan
1	42	474	374	cardigan
281	107	393	180	cardigan
269	0	498	291	cardigan
28	7	455	311	cardigan
62	9	429	363	cardigan
92	0	456	373	cardigan
43	123	493	323	cardigan
44	7	497	330	cardigan
0	2	499	334	cardigan
102	44	171	124	cardigan
0	0	498	357	cardigan
110	80	266	311	cardigan
99	47	420	374	cardigan
32	0	430	373	cardigan
166	52	340	328	cardigan
181	116	303	247	cardigan
47	24	418	237	cardigan
171	108	317	296	cardigan
24	32	385	513	toy-poodle
33	21	295	349	toy-poodle
27	93	454	354	toy-poodle
34	1	499	300	toy-poodle
154	44	396	379	toy-poodle
39	12	288	472	toy-poodle
96	0	422	335	toy-poodle
103	43	291	445	toy-poodle
117	77	410	512	toy-poodle
88	34	499	374	toy-poodle
97	29	378	266	toy-poodle
1	25	499	374	toy-poodle
55	0	422	374	toy-poodle
53	19	440	418	toy-poodle
84	54	298	297	toy-poodle
185	116	299	293	toy-poodle
95	281	331	497	toy-poodle
114	79	374	332	toy-poodle
64	24	259	352	toy-poodle
85	35	419	479	toy-poodle
26	38	373	498	toy-poodle
157	91	323	250	toy-poodle
128	66	441	350	toy-poodle
0	68	212	371	toy-poodle
14	0	499	377	toy-poodle
83	40	207	231	toy-poodle
214	168	294	266	toy-poodle
84	0	487	332	toy-poodle
120	5	429	329	toy-poodle
171	180	363	385	toy-poodle
126	66	339	308	toy-poodle
123	2	409	319	toy-poodle
80	135	253	336	toy-poodle
1	2	355	333	toy-poodle
10	17	149	207	toy-poodle
128	48	266	230	toy-poodle
52	4	396	390	toy-poodle
40	71	266	466	toy-poodle
51	41	457	453	toy-poodle
88	17	499	370	toy-poodle
31	44	379	333	toy-poodle
23	41	237	236	toy-poodle
161	13	385	367	toy-poodle
77	1	417	374	toy-poodle
215	21	340	277	toy-poodle
1	35	177	185	toy-poodle
41	108	331	423	toy-poodle
0	132	312	468	toy-poodle
8	16	388	498	toy-poodle
36	28	337	458	toy-poodle
160	93	322	267	toy-poodle
325	0	498	256	toy-poodle
58	0	281	358	toy-poodle
35	76	362	366	toy-poodle
121	0	495	374	toy-poodle
5	55	368	475	toy-poodle
35	16	335	498	toy-poodle
11	38	245	356	toy-poodle
0	1	381	373	toy-poodle
9	15	298	338	toy-poodle
17	63	250	362	toy-poodle
141	25	489	401	toy-poodle
35	14	307	359	toy-poodle
6	210	295	407	toy-poodle
18	0	462	498	toy-poodle
68	116	437	284	toy-poodle
117	4	492	408	toy-poodle
19	23	387	374	toy-poodle
1	80	256	309	toy-poodle
5	125	331	498	toy-poodle
136	8	471	334	toy-poodle
38	46	247	283	toy-poodle
80	56	365	374	toy-poodle
42	2	273	304	toy-poodle
27	290	230	460	toy-poodle
190	28	491	331	toy-poodle
50	295	260	498	toy-poodle
73	222	307	411	toy-poodle
47	18	296	370	toy-poodle
161	22	496	328	toy-poodle
79	3	482	330	toy-poodle
139	19	314	245	toy-poodle
109	14	199	131	toy-poodle
0	0	498	373	toy-poodle
101	54	374	294	toy-poodle
2	2	499	357	toy-poodle
98	95	308	398	toy-poodle
36	23	359	477	toy-poodle
0	61	421	333	toy-poodle
274	48	476	301	toy-poodle
136	1	469	357	toy-poodle
93	7	407	332	toy-poodle
40	21	353	427	toy-poodle
16	3	380	432	toy-poodle
179	71	469	293	toy-poodle
5	24	453	356	toy-poodle
74	35	208	260	toy-poodle
111	1	363	285	toy-poodle
79	0	329	307	toy-poodle
75	21	499	374	toy-poodle
93	15	340	332	toy-poodle
101	1	299	238	toy-poodle
12	57	293	418	toy-poodle
13	31	370	442	toy-poodle
20	33	192	205	toy-poodle
43	56	321	473	toy-poodle
1	5	488	498	toy-poodle
13	7	385	450	toy-poodle
52	10	468	498	toy-poodle
15	19	473	351	toy-poodle
55	21	311	330	toy-poodle
33	36	373	481	toy-poodle
51	23	325	487	toy-poodle
58	0	379	387	toy-poodle
72	14	388	362	toy-poodle
312	86	489	239	toy-poodle
77	7	446	373	toy-poodle
103	51	393	307	toy-poodle
21	49	365	374	toy-poodle
0	4	337	347	toy-poodle
77	93	323	245	toy-poodle
1	24	460	332	toy-poodle
4	21	395	281	toy-poodle
92	147	511	582	toy-poodle
55	15	298	496	toy-poodle
1	1	499	374	toy-poodle
178	47	418	298	toy-poodle
5	0	493	332	toy-poodle
14	9	234	274	toy-poodle
285	9	675	381	toy-poodle
48	221	363	498	toy-poodle
66	87	298	430	toy-poodle
3	0	484	332	toy-poodle
32	16	313	332	toy-poodle
13	62	498	374	toy-poodle
258	37	415	197	toy-poodle
81	85	326	259	toy-poodle
96	21	453	342	toy-poodle
322	121	389	294	toy-poodle
93	2	380	332	toy-poodle
101	18	425	325	toy-poodle
1	12	342	373	toy-poodle
0	4	469	332	toy-poodle
30	21	335	359	toy-poodle
69	0	489	373	toy-poodle
0	1	328	285	toy-poodle
0	36	420	441	toy-poodle
30	42	313	196	toy-poodle
0	40	354	374	toy-poodle
13	6	195	273	toy-poodle
22	0	338	498	toy-poodle
2	25	314	323	miniature-poodle
0	163	325	451	miniature-poodle
130	93	381	265	miniature-poodle
164	14	493	244	miniature-poodle
8	2	477	332	miniature-poodle
91	0	281	321	miniature-poodle
200	140	413	399	miniature-poodle
54	27	277	322	miniature-poodle
65	15	473	460	miniature-poodle
35	27	257	422	miniature-poodle
265	165	492	366	miniature-poodle
182	84	563	462	miniature-poodle
42	26	357	493	miniature-poodle
0	118	263	393	miniature-poodle
3	0	194	209	miniature-poodle
0	12	252	374	miniature-poodle
178	39	321	283	miniature-poodle
137	58	354	367	miniature-poodle
42	64	318	395	miniature-poodle
9	16	145	207	miniature-poodle
202	34	685	513	miniature-poodle
125	49	266	232	miniature-poodle
32	6	221	211	miniature-poodle
66	61	430	417	miniature-poodle
108	23	392	331	miniature-poodle
2	14	499	386	miniature-poodle
41	17	261	359	miniature-poodle
1	8	148	201	miniature-poodle
13	16	503	432	miniature-poodle
83	66	225	269	miniature-poodle
220	100	289	214	miniature-poodle
43	112	327	495	miniature-poodle
0	3	184	224	miniature-poodle
28	10	256	278	miniature-poodle
171	112	272	253	miniature-poodle
58	0	311	288	miniature-poodle
160	0	372	253	miniature-poodle
21	12	219	288	miniature-poodle
13	15	234	358	miniature-poodle
54	53	423	468	miniature-poodle
23	235	450	529	miniature-poodle
28	172	183	457	miniature-poodle
144	62	369	462	miniature-poodle
2	51	496	298	miniature-poodle
0	32	467	374	miniature-poodle
204	151	303	361	miniature-poodle
26	26	311	713	miniature-poodle
16	10	203	284	miniature-poodle
208	43	398	297	miniature-poodle
186	91	309	203	miniature-poodle
242	34	484	256	miniature-poodle
157	113	441	374	miniature-poodle
13	63	231	498	miniature-poodle
2	10	340	269	miniature-poodle
125	238	286	471	miniature-poodle
200	193	298	342	miniature-poodle
182	6	368	327	miniature-poodle
49	11	909	1160	miniature-poodle
88	39	377	365	miniature-poodle
77	276	250	498	miniature-poodle
295	174	402	311	miniature-poodle
0	7	286	430	miniature-poodle
4	55	364	373	miniature-poodle
73	0	258	352	miniature-poodle
200	74	301	234	miniature-poodle
36	22	430	444	miniature-poodle
139	25	342	326	miniature-poodle
33	80	251	415	miniature-poodle
1	27	437	423	miniature-poodle
145	157	244	283	miniature-poodle
190	110	280	228	miniature-poodle
213	131	373	273	miniature-poodle
1	0	412	498	miniature-poodle
97	19	346	332	miniature-poodle
75	77	422	270	miniature-poodle
0	5	174	142	miniature-poodle
79	1	449	374	miniature-poodle
38	0	499	302	miniature-poodle
1	6	447	406	miniature-poodle
139	89	422	374	miniature-poodle
88	8	335	292	miniature-poodle
22	30	389	475	miniature-poodle
9	59	499	297	miniature-poodle
53	11	331	465	miniature-poodle
11	27	330	372	miniature-poodle
1	7	228	423	miniature-poodle
40	1	319	260	miniature-poodle
83	0	334	333	miniature-poodle
31	7	271	388	miniature-poodle
0	0	406	287	miniature-poodle
12	12	292	378	miniature-poodle
130	126	316	264	miniature-poodle
45	7	349	359	miniature-poodle
108	45	364	319	miniature-poodle
13	91	338	498	miniature-poodle
0	0	239	250	miniature-poodle
192	9	499	374	miniature-poodle
50	5	253	234	miniature-poodle
97	246	255	498	miniature-poodle
117	60	339	332	miniature-poodle
71	0	346	267	miniature-poodle
9	14	444	248	miniature-poodle
68	32	373	542	miniature-poodle
22	82	218	278	miniature-poodle
24	21	218	371	miniature-poodle
62	188	206	456	miniature-poodle
157	20	461	370	miniature-poodle
44	11	230	292	miniature-poodle
157	29	409	378	miniature-poodle
16	50	499	219	miniature-poodle
0	195	373	498	miniature-poodle
18	241	231	497	miniature-poodle
117	49	388	328	miniature-poodle
121	47	361	373	miniature-poodle
315	107	503	420	miniature-poodle
16	9	220	388	miniature-poodle
31	16	499	374	miniature-poodle
39	52	332	332	miniature-poodle
78	60	328	280	miniature-poodle
55	27	451	347	miniature-poodle
96	34	409	374	miniature-poodle
6	11	251	320	miniature-poodle
46	58	174	250	miniature-poodle
15	1	183	136	miniature-poodle
60	37	459	430	miniature-poodle
169	102	506	573	miniature-poodle
54	11	225	292	miniature-poodle
276	175	439	322	miniature-poodle
10	21	171	271	miniature-poodle
55	150	278	373	miniature-poodle
0	151	331	498	miniature-poodle
0	90	276	448	miniature-poodle
0	8	398	368	miniature-poodle
68	81	768	558	miniature-poodle
92	88	432	465	miniature-poodle
71	115	291	405	miniature-poodle
29	30	362	374	miniature-poodle
38	13	426	374	miniature-poodle
65	14	499	321	miniature-poodle
120	67	376	443	miniature-poodle
40	64	471	408	miniature-poodle
55	1	496	331	miniature-poodle
43	66	373	483	miniature-poodle
220	6	446	374	miniature-poodle
105	114	430	482	miniature-poodle
8	20	323	476	miniature-poodle
8	0	174	187	miniature-poodle
0	64	392	286	miniature-poodle
181	50	331	303	miniature-poodle
0	0	461	373	miniature-poodle
85	34	385	341	miniature-poodle
196	35	433	492	miniature-poodle
53	248	299	374	miniature-poodle
6	50	487	476	miniature-poodle
200	55	331	306	miniature-poodle
129	28	498	374	standard-poodle
7	68	305	273	standard-poodle
10	15	371	283	standard-poodle
15	51	499	374	standard-poodle
0	75	343	498	standard-poodle
23	46	397	374	standard-poodle
0	1	299	374	standard-poodle
107	65	334	278	standard-poodle
13	15	281	497	standard-poodle
19	88	245	317	standard-poodle
15	1	444	498	standard-poodle
170	15	407	475	standard-poodle
46	80	261	486	standard-poodle
146	55	332	334	standard-poodle
65	1	498	498	standard-poodle
9	8	281	164	standard-poodle
41	41	377	243	standard-poodle
206	19	460	434	standard-poodle
139	82	475	400	standard-poodle
77	71	305	374	standard-poodle
50	182	350	495	standard-poodle
1	1	498	461	standard-poodle
103	48	376	206	standard-poodle
28	13	373	498	standard-poodle
0	13	329	498	standard-poodle
110	29	270	336	standard-poodle
68	17	413	497	standard-poodle
30	0	291	221	standard-poodle
14	7	380	449	standard-poodle
122	166	210	336	standard-poodle
24	14	250	253	standard-poodle
49	75	459	460	standard-poodle
23	2	279	208	standard-poodle
95	29	497	374	standard-poodle
57	16	274	179	standard-poodle
137	27	252	245	standard-poodle
66	0	341	478	standard-poodle
1	17	288	372	standard-poodle
146	25	387	332	standard-poodle
33	75	367	498	standard-poodle
11	19	344	361	standard-poodle
150	264	392	521	standard-poodle
213	159	343	438	standard-poodle
25	93	214	351	standard-poodle
1	2	498	491	standard-poodle
57	61	251	211	standard-poodle
133	21	326	251	standard-poodle
160	116	376	374	standard-poodle
0	133	498	498	standard-poodle
3	0	374	309	standard-poodle
33	22	189	304	standard-poodle
30	33	326	473	standard-poodle
4	0	174	148	standard-poodle
223	75	490	356	standard-poodle
